Product_Name,Product_Price,Warranty_Period(Months),Processor_Type,Screen_Size(inch),Operating_System,Color,Storage_Capacity,RAMGB,Touch_Display,Battery_Type,Storage_Type,Storage_Capacity_GB,Pixels_Width,Pixels_Height,Processor_Type_encoded,Operating_System_encoded,Color_encoded,Battery_Type_encoded,Storage_Type_encoded,kmeans
Apple MacBook Pro 14 M4 Pro Retina XDR,9499,24.0,M4 Pro 12-core CPU,14.2,macOS Sequoia,Silver,512 GB SSD,24,False,Lithium Polymer (Li-Po),SSD,512.0,3024,1964,93,11,58,51,13,3
MSI Modern 14,1629,24.0,Intel Core i5-1235U (12th Gen),14.0,Windows 11,Black,512 GB PCIe NVMe M.2 SSD,8,False,Lithium Ion Polymer (Li-Poly) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,47,4,5,49,11,0
Apple MacBook Pro 14 M4 Pro Retina XDR,11399,24.0,M4 Pro 14-core CPU,14.2,macOS Sequoia,Space Black,1 TB SSD,24,False,Lithium Polymer (Li-Po),SSD,1024.0,3024,1964,94,11,62,51,13,1
Apple MacBook Air 13 M3,5199,24.0,M3 8-core CPU,13.6,macOS Sonoma,Space Grey,256 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,256.0,2560,1664,89,12,64,51,13,3
HP EliteBook 840 G10,6019,24.0,Intel Core i7-1370P (13th Gen),14.0,Windows 11 Pro,Aluminum Silver,1 TB M.2 NVMe PCIe 4.0 SSD,32,False,Lithium Polymer (Li-Po) - 3 Cell,M.2 NVMe PCIe 4.0 SSD,1024.0,1920,1200,76,7,1,52,4,2
Lenovo Yoga Pro 9,8499,24.0,Intel Core Ultra 9 185H,16.0,Windows 11 Home,Luna Grey,1 TB PCIe NVMe M.2 SSD,32,True,Lithium Polymer (Li-Po),PCIe NVMe M.2 SSD,1024.0,3200,2000,35,6,33,51,11,1
Huawei MateBook D 14,2699,24.0,Intel Core i5-12450H (12th Gen),14.0,Windows 11 Home,Mystic Silver,512 GB PCIe NVMe M.2 SSD,16,False,Lithium Polymer (Li-Po) - 4 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,49,6,42,53,11,0
Apple MacBook Pro 14 M4 Retina XDR,7499,24.0,M4 10-core CPU,14.2,macOS Sequoia,Silver,512 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,512.0,3024,1964,92,11,58,51,13,3
Apple MacBook Air 13 M3,5199,24.0,M3 8-core CPU,13.6,macOS Sequoia,Silver,256 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,256.0,2560,1664,89,11,58,51,13,3
Asus Vivobook 16X,3399,24.0,Intel Core i7-12700H (12th Gen),16.0,Windows 11 Home,Indie Black,1 TB M.2 NVMe PCIe 3.0 SSD,16,False,Lithium Ion (Li-Ion) - 3 Cell,M.2 NVMe PCIe 3.0 SSD,1024.0,1920,1200,69,6,29,42,3,2
Apple MacBook Pro 14 M4 Pro Retina XDR,9499,24.0,M4 Pro 12-core CPU,14.2,macOS Sequoia,Space Black,512 GB SSD,24,False,Lithium Polymer (Li-Po),SSD,512.0,3024,1964,93,11,62,51,13,3
Acer Swift Go 14,4529,24.0,Intel Core Ultra 7 155H (Evo),14.0,Windows 11,Silver,1 TB SSD,32,False,Lithium Ion (Li-Ion),SSD,1024.0,2880,1800,30,4,58,41,13,1
Huawei MateBook X Pro,6999,24.0,Intel Core Ultra 7 155H,14.2,Windows 11 Home,Black,1 TB PCIe NVMe M.2 SSD,16,True,Lithium Polymer (Li-Po),PCIe NVMe M.2 SSD,1024.0,3120,2080,29,6,5,51,11,1
Asus Vivobook S 15 OLED,2399,24.0,Intel Core i5-13500H (Evo 13th EVO),15.6,Windows 11 Home,Cool Silver,512 GB PCIe NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,59,6,8,42,11,0
Apple MacBook Air 15 M3,7899,24.0,M3 8-core CPU,15.3,macOS Sequoia,Midnight,512 GB SSD,24,False,Lithium Polymer (Li-Po),SSD,512.0,2880,1864,89,11,37,51,13,3
HP Notebook 15s,2319,24.0,Intel Core i5-1334U (13th Gen),15.6,Windows 11,Natural Silver,512 GB PCIe NVMe M.2 SSD,8,False,Lithium Ion Polymer (Li-Poly) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,52,4,43,49,11,0
Apple MacBook Air 13 M3,7099,24.0,M3 8-core CPU,13.6,macOS Sonoma,Starlight,512 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,512.0,2560,1664,89,12,66,51,13,3
Acer Aspire 3,1929,24.0,Intel Core i5-1235U (12th Gen),15.6,Windows 11,Silver,512 GB NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 4 Cell,NVMe M.2 SSD,512.0,1920,1080,47,4,58,43,6,2
Lenovo IdeaPad Slim 3,2229,24.0,Intel Core i5-12450H (12th Gen),15.6,Windows 11 Home,Arctic Grey,1 TB PCIe NVMe M.2 SSD,16,False,Lithium Ion (Li-Ion),PCIe NVMe M.2 SSD,1024.0,1920,1080,49,6,2,41,11,1
Asus Vivobook Go 15,1499,24.0,Intel Core i3-N305 (13th Gen),15.6,Windows 11 Home,Cool Silver,512 GB PCIe 3.0 NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe 3.0 NVMe M.2 SSD,512.0,1920,1080,42,6,8,42,8,2
Honor MagicBook Art 14,5999,24.0,Intel Core Ultra 7 155H,14.6,Windows 11 Home,Emerald Green,1 TB,32,True,Lithium Polymer (Li-Po),,1024.0,3120,2080,29,6,18,51,0,2
Renewed Grade B Apple MacBook Pro 14 M3 Retina XDR,6499,3.0,M3 8-core CPU,14.2,macOS Sonoma,Space Grey,1 TB SSD,8,False,Lithium Polymer (Li-Po),SSD,1024.0,3024,1964,89,12,64,51,13,1
Huawei MateBook X Pro,8499,24.0,Intel Core Ultra 9 185H,14.2,Windows 11 Home,Morandi Blue,2 TB PCIe NVMe M.2 SSD,32,True,Lithium Polymer (Li-Po),PCIe NVMe M.2 SSD,2048.0,3120,2080,35,6,41,51,11,1
Lenovo IdeaPad 5 Pro,4699,24.0,Intel Core i7-13700H (13th Gen),16.0,Windows 11,Arctic Grey,512 GB NVMe M.2 SSD,16,False,Lithium Ion (Li-Ion),NVMe M.2 SSD,512.0,2560,1600,74,4,2,41,6,2
Lenovo Yoga Slim 6,3729,24.0,Intel Core i7-13700H (13th Gen),14.0,Windows 11 Home,Misty Grey,512 GB NVMe M.2 SSD,16,False,Lithium Polymer (Li-Po) - 4 Cell,NVMe M.2 SSD,512.0,1920,1200,74,6,39,53,6,2
Apple MacBook Air 13 M3,5199,24.0,M3 8-core CPU,13.6,macOS Sequoia,Space Grey,256 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,256.0,2560,1664,89,11,64,51,13,3
Asus Vivobook 16,2399,24.0,Intel Core i7-1355U (13th Gen),16.0,Windows 11,Indie Black,512 GB PCIe NVMe M.3 SSD,8,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe NVMe M.3 SSD,512.0,1920,1200,70,4,29,42,12,0
Apple MacBook Air 13 M3,5199,24.0,M3 8-core CPU,13.6,macOS Sonoma,Silver,256 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,256.0,2560,1664,89,12,58,51,13,3
Apple MacBook Pro 14 M3 Pro Retina XDR,11299,24.0,M3 Pro 12-core CPU,14.2,macOS Sonoma,Space Black,1 TB SSD,18,False,Lithium Polymer (Li-Po),SSD,1024.0,3024,1964,91,12,62,51,13,1
Huawei MateBook 14,4999,24.0,Intel Core Ultra 7 155H,14.2,Windows 11 Home,Green,1 TB M.2 NVMe PCIe 4.0 SSD,16,False,Lithium Polymer (Li-Po),M.2 NVMe PCIe 4.0 SSD,1024.0,2880,1920,29,6,24,51,4,2
Asus Vivobook Go 15 OLED,1899,24.0,AMD Ryzen 5-7520U,15.6,Windows 11,Green Grey,512 GB PCIe NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,5,4,25,42,11,0
Apple MacBook Air 15 M3,5999,24.0,M3 8-core CPU,15.3,macOS Sequoia,Midnight,256 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,256.0,2880,1864,89,11,37,51,13,3
Asus Vivobook 15,2799,24.0,Intel Core i7-1355U (13th Gen),15.6,Windows 11 Home,Quiet Blue,512 GB PCIe NVMe M.2 SSD,16,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,70,6,54,42,11,0
Apple MacBook Air 15 M3,7899,24.0,M3 8-core CPU,15.3,macOS Sonoma,Midnight,512 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,512.0,2880,1864,89,12,37,51,13,3
Apple MacBook Air 15 M2,5799,24.0,M2 8-core CPU 16-core Neural Engine,15.3,macOS Ventura,Starlight,256 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,256.0,2880,1864,86,13,66,51,13,3
Apple MacBook Pro 14 M3 Retina XDR,6899,24.0,M3 8-core CPU,14.2,macOS Sonoma,Silver,512 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,3024,1964,89,12,58,51,13,3
Apple MacBook Pro 16 M3 Pro Retina XDR,10899,24.0,M3 Pro 12-core CPU,16.0,macOS Sonoma,Space Black,512 GB SSD,18,False,Lithium Polymer (Li-Po),SSD,512.0,3024,1964,91,12,62,51,13,3
Apple MacBook Air 13 M2 Retina,4499,24.0,M2 8-core CPU 16-core Neural Engine,13.6,macOS Monterey,Starlight,256 GB SSD,8,False,Lithium Ion Polymer (Li-Poly),SSD,256.0,2560,1664,86,10,66,48,13,0
Lenovo Yoga Pro 7,7329,24.0,Intel Core Ultra 9 185H,14.5,Windows 11 Home,Luna Grey,1 TB PCIe NVMe M.2 SSD,32,True,Lithium Polymer (Li-Po),PCIe NVMe M.2 SSD,1024.0,3072,1920,35,6,33,51,11,1
Asus Vivobook 15,2399,24.0,Intel Core i5-1335U (13th Gen),15.6,Windows 11,Quiet Blue,512 GB PCIe NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,53,4,54,42,11,0
Asus Vivobook Go 15 OLED,2099,24.0,AMD Ryzen 5-7520U,15.6,Windows 11 Home,Green Grey,512 GB PCIe NVMe M.2 SSD,16,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,5,6,25,42,11,0
Apple MacBook Air 13 M3,6199,24.0,M3 8-core CPU,13.6,macOS Sonoma,Space Grey,512 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,2560,1664,89,12,64,51,13,3
HP Pavilion Plus 14-ew1001nx,5499,24.0,Intel Core Ultra 7 155H,14.0,Windows 11 Home,Natural Silver,1 TB PCIe NVMe M.2 SSD,32,False,Lithium Ion Polymer (Li-Poly) - 4 Cell,PCIe NVMe M.2 SSD,1024.0,2880,1800,29,6,43,50,11,1
Microsoft Surface  7,6299,24.0,Snapdragon X Elite 12 Core,13.8,Windows 11 Home,Dune,512 GB SSD,16,True,Lithium Ion (Li-Ion) - 6 Cell,SSD,512.0,2304,1536,99,6,13,44,13,3
Dell Vostro 3520,3299,24.0,Intel Core i7-1255U (12th Gen),15.6,Windows 11 Home,Carbon Black,512 GB NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 4 Cell,NVMe M.2 SSD,512.0,1920,1080,64,6,6,43,6,2
Huawei MateBook D 15,3449,24.0,Intel Core i7-1195G7 (11th Gen),15.6,Windows 11,Mystic Silver,512 GB NVMe M.2 SSD,16,False,Lithium Polymer (Li-Po) - 3 Cell,NVMe M.2 SSD,512.0,1920,1080,63,4,42,52,6,2
HP,3399,24.0,Intel Core i7-1355U (13th Gen),15.6,Windows 11,Natural Silver,512 GB NVMe M.2 SSD,16,False,Lithium Ion Polymer (Li-Poly) - 3 Cell,NVMe M.2 SSD,512.0,1920,1080,70,4,43,49,6,2
Apple MacBook Pro 14 M4 Retina XDR,8499,24.0,M4 10-core CPU,14.2,macOS Sequoia,Silver,1 TB SSD,16,False,Lithium Polymer (Li-Po),SSD,1024.0,3024,1964,92,11,58,51,13,1
Lenovo ThinkPad E14 Gen 6,4799,24.0,Intel Core Ultra 5 125U,14.0,Windows 11 Pro,Black,512 GB NVMe M.2 SSD,8,False,Lithium Polymer (Li-Po),NVMe M.2 SSD,512.0,1920,1200,27,7,5,51,6,2
Renewed Grade B Apple MacBook Pro 14 M2 Pro Retina XDR,6499,3.0,M2 Pro 10-core CPU 16-core Neural Engine,14.2,macOS Ventura,Space Grey,512 GB SSD,16,False,Lithium Ion Polymer (Li-Poly),SSD,512.0,3024,1964,87,13,64,48,13,3
Renewed Grade A Apple MacBook Air 13 M2 Retina,2999,6.0,M2 8-core CPU 16-core Neural Engine,13.6,macOS Monterey,Midnight,256 GB SSD,8,False,Lithium Ion Polymer (Li-Poly),SSD,256.0,2560,1664,86,10,37,48,13,0
Asus Zenbook DUO  (with Sleeve Case & Stylus),7799,24.0,Intel Core Ultra 9 185H,14.0,Windows 11 (with Windows 11 Copilot),Inkwell Grey,2 TB M.2 PCIe NVMe 4.0 SSD,32,True,Lithium Ion (Li-Ion) - 4 Cell,M.2 PCIe NVMe 4.0 SSD,2048.0,2880,1800,35,5,30,43,5,1
Apple MacBook Air 15 M3,6999,24.0,M3 8-core CPU,15.3,macOS Sonoma,Midnight,512 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,2880,1864,89,12,37,51,13,3
Dell Vostro 3520,1849,24.0,Intel Core i3-1215U (12th Gen),15.6,Windows 11 Home,Carbon Black,512 GB NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 3 Cell,NVMe M.2 SSD,512.0,1920,1080,37,6,6,42,6,2
Apple MacBook Pro 14 M4 Retina XDR,9399,24.0,M4 10-core CPU,14.2,macOS Sequoia,Silver,1 TB SSD,24,False,Lithium Polymer (Li-Po),SSD,1024.0,3024,1964,92,11,58,51,13,1
Apple MacBook Air 15 M3,7899,24.0,M3 8-core CPU,15.3,macOS Sequoia,Space Grey,512 GB SSD,24,False,Lithium Polymer (Li-Po),SSD,512.0,2880,1864,89,11,64,51,13,3
Apple MacBook Air 13 M2 Retina,5699,24.0,M2 8-core CPU 16-core Neural Engine,13.6,macOS Monterey,Space Grey,512 GB SSD,8,False,Lithium Ion Polymer (Li-Poly),SSD,512.0,2560,1664,86,10,64,48,13,3
Huawei MateBook D 15,3049,24.0,Intel Core i5-1155G7 (11th Gen),15.6,Windows 11,Mystic Silver,512 GB NVMe M.2 SSD,8,False,Lithium Polymer (Li-Po) - 3 Cell,NVMe M.2 SSD,512.0,1920,1080,46,4,42,52,6,2
Renewed Grade A Apple MacBook Pro 14 M3 Retina XDR,6799,6.0,M3 8-core CPU,14.2,macOS Sonoma,Silver,1 TB SSD,8,False,Lithium Polymer (Li-Po),SSD,1024.0,3024,1964,89,12,58,51,13,1
HP Pavilion,4299,24.0,Intel Core i7-1360P (13th Gen),15.6,Windows 11,Natural Silver,1 TB PCIe NVMe M.2 SSD,16,False,Lithium Ion (Li-Ion) - 3 Cell,PCIe NVMe M.2 SSD,1024.0,1920,1080,71,4,43,42,11,1
MSI Modern 14,2799,24.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11,Platinum Grey,512 GB NVMe M.2 SSD,16,False,Lithium Ion (Li-Ion) - 3 Cell,NVMe M.2 SSD,512.0,1920,1080,70,4,50,42,6,2
Apple MacBook Pro 14 M3 Retina XDR,6899,24.0,M3 8-core CPU,14.2,macOS Sonoma,Space Grey,512 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,3024,1964,89,12,64,51,13,3
MSI Modern 14,1629,24.0,Intel Core i5-1235U (12th Gen),14.0,Windows 11,Silver,512 GB PCIe NVMe M.2 SSD,8,False,Lithium Ion Polymer (Li-Poly) - 3 Cell,PCIe NVMe M.2 SSD,512.0,1920,1080,47,4,58,49,11,0
Renewed Grade A Apple MacBook Air 13 M2 Retina,2999,6.0,M2 8-core CPU 16-core Neural Engine,13.6,macOS Monterey,Starlight,256 GB SSD,8,False,Lithium Ion Polymer (Li-Poly),SSD,256.0,2560,1664,86,10,66,48,13,0
Apple MacBook Pro 14 M4 Retina XDR,7499,24.0,M4 10-core CPU,14.2,macOS Sequoia,Space Black,512 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,512.0,3024,1964,92,11,62,51,13,3
Apple MacBook Air 15 M3,5999,24.0,M3 8-core CPU,15.3,macOS Sequoia,Silver,256 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,256.0,2880,1864,89,11,58,51,13,3
Apple MacBook Air 13 M3,5199,24.0,M3 8-core CPU,13.6,macOS Sonoma,Starlight,256 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,256.0,2560,1664,89,12,66,51,13,3
Apple MacBook Air 13 M2 Retina,5699,24.0,M2 8-core CPU 16-core Neural Engine,13.6,macOS Monterey,Midnight,512 GB SSD,8,False,Lithium Ion Polymer (Li-Poly),SSD,512.0,2560,1664,86,10,37,48,13,3
HP Notebook,2999,24.0,AMD Ryzen 7-7730U,15.6,Windows 11 Home,Natural Silver,512 GB SSD,16,False,Lithium Ion Polymer (Li-Poly) - 3 Cell,SSD,512.0,1920,1080,12,6,43,49,13,0
Apple MacBook Air 15 M2,5999,24.0,M2 8-core CPU 16-core Neural Engine,15.3,macOS Ventura,Space Grey,512 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,2880,1864,86,13,64,51,13,3
Apple MacBook Air 13 M3,5199,24.0,M3 8-core CPU,13.6,macOS Sequoia,Starlight,256 GB SSD,16,False,Lithium Polymer (Li-Po),SSD,256.0,2560,1664,89,11,66,51,13,3
Lenovo IdeaPad Pro 5,5029,24.0,Intel Core Ultra 7 155H,16.0,Windows 11 Home,Arctic Grey,512 GB NVMe M.2 SSD,16,False,Lithium Polymer (Li-Po),NVMe M.2 SSD,512.0,2048,1280,29,6,2,51,6,2
Huawei MateBook D 14,2799,24.0,Intel Core i5-1155G7 (11th Gen),14.0,Windows 11,Mystic Silver,512 GB NVMe M.2 SSD,8,False,Lithium Polymer (Li-Po) - 4 Cell,NVMe M.2 SSD,512.0,1920,1080,46,4,42,53,6,2
Dell Vostro 3520,2499,24.0,Intel Core i5-1235U (12th Gen),15.6,Windows 11 Home,Carbon Black,512 GB NVMe M.2 SSD,8,False,Lithium Ion (Li-Ion) - 3 Cell,NVMe M.2 SSD,512.0,1920,1080,47,6,6,42,6,2
Apple MacBook Air 15 M2,5799,24.0,M2 8-core CPU 16-core Neural Engine,15.3,macOS Ventura,Midnight,256 GB SSD,8,False,Lithium Polymer (Li-Po),SSD,256.0,2880,1864,86,13,37,51,13,3
Microsoft Surface Pro 9,6799,24.0,Intel Core i7-1265U (12th Gen) Evo Platform,13.0,Windows 11 Home,Graphite,512GB SSD M.2,16,True,Up to 15.5 hours of typical device usage,SSD M.2,512.0,2880,1920,68,6,21,54,14,3
Acer Travelmate TMP215-53-596G,1899,36.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,Shale Black,512GB SSD M.2,8,False,Lithium Ion (Li-Ion),SSD M.2,512.0,1920,1080,45,0,57,41,14,0
MacBook Air M2 15.3 2023,4499,24.0,Apple M2 chip,15.3,macOS Ventura,Midnight,256GB SSD,8,False,Up to 18 hours of typical device usage,SSD,256.0,2880,1864,21,13,37,56,13,0
Acer Aspire 3 A315-58-74GF,1999,24.0,Intel Core i7-1165G7 (11th Gen),15.6,Dos,Pure Silver,512GB SSD M.2,8,False,36Wh Li-ion battery,SSD M.2,512.0,1920,1080,60,0,53,7,14,0
Asus ROG Zephyrus GU603VV-N4078W,7199,24.0,Intel Core i7-13620H (13th Gen),16.0,Windows 11 Home,Eclipse Gray,1TB SSD M.2,32,False,"90WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,2560,1600,72,6,16,22,14,1
HP Elite Dragonfly G3,6999,36.0,Intel Core i7-1255U (12th Gen),13.5,Windows 11 Professional,Slate blue,512GB SSD M.2,16,True,"HP Long Life 6-cell, 68 Wh Li-ion polymer",SSD M.2,512.0,1920,1280,64,8,61,27,14,3
Apple MacBook Pro M3,7199,24.0,Apple M3 chip,14.2,macOS Sonoma,Silver,512GB SSD,8,False,70-watt-hour lithium-polymer battery,SSD,512.0,3024,1964,23,12,58,20,13,3
ThinkPad E15 Gen 4,7199,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Black,512GB SSD,8,False,Lithium 3 Cell,SSD,512.0,1920,1080,64,0,5,39,13,3
HP EliteBook 640 14 inch G9,3299,36.0,Intel Core i7-1255U (12th Gen),14.0,Dos,Silver,512GB SSD M.2,8,False,"HP Long Life 3-cell, 51 Wh Li-ion",SSD M.2,512.0,1920,1080,64,0,58,25,14,0
Acer Aspire Lite AL14-31P-34U9,1299,24.0,Intel Core i3-N300,14.0,Dos,Silver,512GB SSD M.2,8,False,Integrated 45Wh,SSD M.2,512.0,1920,1200,40,0,58,28,14,0
Acer Aspire 3 A315-59-58XR,1499,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Pure Silver,512GB SSD M.2,8,False,50Wh Li-ion battery,SSD M.2,512.0,1920,1080,47,0,53,14,14,0
Lenovo IdeaPad Flex 5 14IRU8,3299,24.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Home,Arctic Grey,512GB SSD M.2,16,True,Integrated 52.5Wh,SSD M.2,512.0,1920,1200,70,6,2,30,14,0
Dell Latitude 3540,3299,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Black,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,70,0,5,1,14,0
Microsoft Surface Pro 9,3899,24.0,Intel Core i5-1245U (12th Gen) Evo Platform,13.0,Windows 11 Home,Platinum,256GB SSD M.2,8,True,Up to 15.5 hours of typical device usage,SSD M.2,256.0,2880,1920,50,6,49,54,14,0
HP 15s-fq5037nx,2399,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Natural Silver,512GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,64,0,43,6,14,0
Dell Latitude 5540,2399,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Gray,512GB SSD M.2,16,False,"3 Cell, integrated 54Wh",SSD M.2,512.0,1920,1080,70,0,23,2,14,0
Lenovo Yoga 7 14IRL8,4399,24.0,Intel Core i7-1360P (13th Gen),14.0,Windows 11 Home,Storm Grey,512GB SSD M.2,16,True,Integrated 71Wh,SSD M.2,512.0,1920,1200,71,6,70,35,14,3
Microsoft Surface Studio,4999,24.0,Quad-core Intel Core H35 i5-11300H (11th Gen),14.4,Windows 11 Home,Platinum,256GB SSD,16,True,Up to 19 hours of typical device usage,SSD,256.0,2400,1600,96,6,49,57,13,3
Lenovo Legion 5 Pro 16IRX9,7499,24.0,Intel Core i7-14700HX (14th Generation),16.0,Windows 11 Home,Onyx Grey,1TB SSD M.2,16,False,Integrated 80Wh,SSD M.2,1024.0,2560,1600,78,6,47,36,14,1
Acer Aspire 3 A315-59-74JV,1899,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Pure Silver,512GB SSD M.2,8,False,50Wh Li-ion battery,SSD M.2,512.0,1920,1080,64,0,53,14,14,0
Latitude 3450,1899,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Black,512GB SSD M.2,16,False,"3 Cell, integrated 54Wh",SSD M.2,512.0,1920,1080,70,0,5,2,14,0
HP Victus Gaming 16-r0007nx,5099,24.0,Intel Core i7-13700H (13th Gen),16.1,Dos,Mica Silver,1TB SSD M.2,32,False,"4-cell, 70 Wh Li-ion polymer",SSD M.2,1024.0,1920,1080,74,0,36,10,14,1
Apple MacBook Pro 16-Inch M3 Pro,11299,24.0,Apple M3 Pro chip,16.2,macOS Sonoma,Space Black,512GB SSD,18,False,100-watt-hour lithium-polymer battery,SSD,512.0,3456,2234,22,12,62,0,13,3
ThinkBook 15 G4 IAP,11299,36.0,Intel Core i7-1255U (12th Gen),15.6,Windows 11 Professional,Mineral Grey,512GB SSD M.2,16,False,Lithium 3 Cell,SSD M.2,512.0,1920,1080,64,8,38,39,14,3
apple MacBook Air M2 (2024),11299,24.0,Apple M2 chip,13.6,macOS Monterey,Steel Gray,256GB SSD,16,False,52.6-watt‑hour lithium‑polymer battery,SSD,256.0,2560,1664,21,10,67,15,13,3
Acer Aspire 3 A315-59-31LZ,1149,24.0,Intel Core i3-1215U (12th Gen),15.6,Dos,Pure Silver,512GB SSD M.2,8,False,50Wh Li-ion battery,SSD M.2,512.0,1920,1080,37,0,53,14,14,0
Lenovo Legion 5 Pro 16IRX9,8499,24.0,Intel Core i9-14900HX (14th Generation),16.0,Windows 11 Home,Onyx Grey,1TB SSD M.2,32,False,Integrated 80Wh,SSD M.2,1024.0,2560,1600,84,6,47,36,14,1
Lenovo LOQ 15IRX9 Gaming,3999,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Luna Grey,512GB SSD M.2,16,False,Integrated 60Wh,SSD M.2,512.0,1920,1080,73,0,33,33,14,0
HP 15-fd0019nx,2499,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Natural Silver,512GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,70,0,43,6,14,0
Asus ROG Strix G16 G614JIR-N4003,7799,24.0,Intel Core i9-14900HX (14th Generation),16.0,Dos,Eclipse Gray,1TB SSD M.2,32,False,"90WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,2560,1600,84,0,16,22,14,1
Lenovo IdeaPad Slim 3 15IRH8,2099,24.0,Intel Core i5-13420H (13th Gen),15.6,Windows 11 Home,Arctic Grey,512GB SSD M.2,8,False,Integrated 47Wh,SSD M.2,512.0,1920,1080,56,6,2,29,14,0
Lenovo Legion 7 16IRX9,8999,24.0,Intel Core i9-14900HX (14th Generation),16.0,Windows 11 Home,Eclipse Black,1TB SSD M.2,32,False,Integrated 99.9Wh,SSD M.2,1024.0,3200,2000,84,6,15,37,14,1
HP 15-fd0018nx,2499,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Natural Silver,512GB SSD M.2,16,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,70,0,43,6,14,0
Acer Aspire 3 A315-44P-R4GH,1549,24.0,AMD Ryzen 7-5700U,15.6,Dos,Pure Silver,512GB SSD M.2,8,False,50Wh Li-ion battery,SSD M.2,512.0,1920,1080,7,0,53,14,14,0
Dell Inspiron 15 3520,2099,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Windows 11 Home,Black,512GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,45,6,5,6,14,0
Dell Inspiron 14 7430 2-in-1,2799,24.0,Intel Core i5-1335U (13th Gen),14.0,Windows 11 Home,Platinum Silver,512GB SSD M.2,8,True,"4 Cell, integrated 54Wh",SSD M.2,512.0,1920,1200,53,6,51,9,14,0
ThinkPad T14 Gen 5 (Intel),2799,36.0,Intel Core Ultra 7-150U,14.0,Windows 11 Professional,Black,512GB SSD M.2,16,False,Integrated 52.5Wh,SSD M.2,512.0,1920,1200,33,8,5,30,14,0
Acer Aspire 3 A315-58-56K8,1499,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,Pure Silver,256GB SSD M.2,8,False,48Wh Li-ion battery,SSD M.2,256.0,1920,1080,45,0,53,13,14,0
